time,ip,prediction,action
2026-06-05 15:34:44.828768,192.168.1.89,1,BLOCKED
2026-06-05 15:34:44.844091,192.168.1.204,1,BLOCKED
2026-06-05 15:34:44.862002,192.168.1.50,1,BLOCKED
2026-06-05 15:34:44.878982,192.168.1.80,1,BLOCKED
2026-06-05 15:34:44.893559,192.168.1.234,1,BLOCKED
2026-06-05 15:34:44.906519,192.168.1.194,1,BLOCKED
2026-06-05 15:34:44.920079,192.168.1.198,1,BLOCKED
2026-06-05 15:34:44.935614,192.168.1.66,0,ALLOWED
2026-06-05 15:34:44.950286,192.168.1.178,0,ALLOWED
2026-06-05 15:34:44.964378,192.168.1.163,0,ALLOWED
2026-06-05 15:34:44.978775,192.168.1.146,1,BLOCKED
2026-06-05 15:34:44.993376,192.168.1.24,1,BLOCKED
2026-06-05 15:34:45.008207,192.168.1.225,1,BLOCKED
2026-06-05 15:34:45.022007,192.168.1.249,1,BLOCKED
2026-06-05 15:34:45.036387,192.168.1.222,1,BLOCKED
2026-06-05 15:34:45.054233,192.168.1.79,1,BLOCKED
2026-06-05 15:34:45.072526,192.168.1.139,1,BLOCKED
2026-06-05 15:34:45.090779,192.168.1.176,1,BLOCKED
2026-06-05 15:34:45.106352,192.168.1.84,1,BLOCKED
2026-06-05 15:34:45.121771,192.168.1.116,1,BLOCKED
2026-06-05 15:34:45.136207,192.168.1.253,1,BLOCKED
2026-06-05 15:34:45.149289,192.168.1.108,1,BLOCKED
2026-06-05 15:34:45.165796,192.168.1.92,1,BLOCKED
2026-06-05 15:34:45.179760,192.168.1.219,1,BLOCKED
2026-06-05 15:34:45.192612,192.168.1.212,1,BLOCKED
2026-06-05 15:34:45.205016,192.168.1.98,1,BLOCKED
2026-06-05 15:34:45.217894,192.168.1.234,1,BLOCKED
2026-06-05 15:34:45.231673,192.168.1.108,1,BLOCKED
2026-06-05 15:34:45.251702,192.168.1.90,1,BLOCKED
2026-06-05 15:34:45.270417,192.168.1.55,1,BLOCKED
2026-06-05 15:34:45.290537,192.168.1.122,1,BLOCKED
2026-06-05 15:34:45.308698,192.168.1.229,1,BLOCKED
2026-06-05 15:34:45.324365,192.168.1.236,1,BLOCKED
2026-06-05 15:34:45.388331,192.168.1.201,1,BLOCKED
2026-06-05 15:34:45.405877,192.168.1.23,1,BLOCKED
2026-06-05 15:34:45.423810,192.168.1.74,1,BLOCKED
2026-06-05 15:34:45.443034,192.168.1.224,1,BLOCKED
2026-06-05 15:34:45.466644,192.168.1.216,1,BLOCKED
2026-06-05 15:34:45.492993,192.168.1.78,1,BLOCKED
2026-06-05 15:34:45.514287,192.168.1.164,1,BLOCKED
2026-06-05 15:34:45.537807,192.168.1.120,1,BLOCKED
2026-06-05 15:34:45.559951,192.168.1.158,1,BLOCKED
2026-06-05 15:34:45.580871,192.168.1.158,0,ALLOWED
2026-06-05 15:34:45.596776,192.168.1.53,1,BLOCKED
2026-06-05 15:34:45.610563,192.168.1.44,0,ALLOWED
2026-06-05 15:34:45.663286,192.168.1.190,1,BLOCKED
2026-06-05 15:34:45.688584,192.168.1.127,1,BLOCKED
2026-06-05 15:34:45.707806,192.168.1.80,1,BLOCKED
2026-06-05 15:34:45.723594,192.168.1.73,1,BLOCKED
2026-06-05 15:34:45.738857,192.168.1.63,1,BLOCKED
2026-06-05 15:34:45.754203,192.168.1.209,1,BLOCKED
2026-06-05 15:34:45.770750,192.168.1.162,1,BLOCKED
2026-06-05 15:34:45.783498,192.168.1.114,1,BLOCKED
2026-06-05 15:34:45.796313,192.168.1.208,1,BLOCKED
2026-06-05 15:34:45.809715,192.168.1.22,1,BLOCKED
2026-06-05 15:34:45.822947,192.168.1.221,1,BLOCKED
2026-06-05 15:34:45.834663,192.168.1.138,1,BLOCKED
2026-06-05 15:34:45.850095,192.168.1.60,1,BLOCKED
2026-06-05 15:34:45.863681,192.168.1.185,1,BLOCKED
2026-06-05 15:34:45.876773,192.168.1.147,1,BLOCKED
2026-06-05 15:34:45.896398,192.168.1.184,0,ALLOWED
2026-06-05 15:34:45.911934,192.168.1.65,1,BLOCKED
2026-06-05 15:34:45.927040,192.168.1.18,0,ALLOWED
2026-06-05 15:34:45.941389,192.168.1.119,1,BLOCKED
2026-06-05 15:34:45.955134,192.168.1.99,0,ALLOWED
2026-06-05 15:34:45.969479,192.168.1.101,1,BLOCKED
2026-06-05 15:34:45.983657,192.168.1.229,1,BLOCKED
2026-06-05 15:34:45.996208,192.168.1.203,1,BLOCKED
2026-06-05 15:34:46.009765,192.168.1.53,1,BLOCKED
2026-06-05 15:34:46.022513,192.168.1.70,1,BLOCKED
2026-06-05 15:34:46.034272,192.168.1.157,1,BLOCKED
2026-06-05 15:34:46.052060,192.168.1.78,1,BLOCKED
2026-06-05 15:34:46.064440,192.168.1.229,1,BLOCKED
2026-06-05 15:34:46.081105,192.168.1.74,1,BLOCKED
2026-06-05 15:34:46.097290,192.168.1.60,1,BLOCKED
2026-06-05 15:34:46.110856,192.168.1.191,1,BLOCKED
2026-06-05 15:34:46.124855,192.168.1.111,1,BLOCKED
2026-06-05 15:34:46.138079,192.168.1.10,1,BLOCKED
2026-06-05 15:34:46.150831,192.168.1.209,1,BLOCKED
2026-06-05 15:34:46.164613,192.168.1.57,1,BLOCKED
2026-06-05 15:34:46.178120,192.168.1.84,0,ALLOWED
2026-06-05 15:34:46.192140,192.168.1.20,1,BLOCKED
2026-06-05 15:34:46.205672,192.168.1.165,1,BLOCKED
2026-06-05 15:34:46.218313,192.168.1.3,1,BLOCKED
2026-06-05 15:34:46.232356,192.168.1.56,1,BLOCKED
2026-06-05 15:34:46.244791,192.168.1.116,1,BLOCKED
2026-06-05 15:34:46.257222,192.168.1.130,1,BLOCKED
2026-06-05 15:34:46.271434,192.168.1.47,1,BLOCKED
2026-06-05 15:34:46.289649,192.168.1.41,1,BLOCKED
2026-06-05 15:34:46.305044,192.168.1.180,1,BLOCKED
2026-06-05 15:34:46.319114,192.168.1.201,0,ALLOWED
2026-06-05 15:34:46.332308,192.168.1.164,1,BLOCKED
2026-06-05 15:34:46.346195,192.168.1.25,1,BLOCKED
2026-06-05 15:34:46.359588,192.168.1.140,1,BLOCKED
2026-06-05 15:34:46.372238,192.168.1.33,1,BLOCKED
2026-06-05 15:34:46.384951,192.168.1.114,1,BLOCKED
2026-06-05 15:34:46.398690,192.168.1.78,1,BLOCKED
2026-06-05 15:34:46.412024,192.168.1.98,1,BLOCKED
2026-06-05 15:34:46.425594,192.168.1.46,1,BLOCKED
2026-06-05 15:34:46.442172,192.168.1.194,0,ALLOWED
2026-06-05 15:34:46.460468,192.168.1.189,1,BLOCKED
2026-06-05 15:34:46.475098,192.168.1.175,1,BLOCKED
2026-06-05 15:34:46.491352,192.168.1.64,1,BLOCKED
2026-06-05 15:34:46.507305,192.168.1.32,1,BLOCKED
2026-06-05 15:34:46.521410,192.168.1.166,1,BLOCKED
2026-06-05 15:34:46.534910,192.168.1.90,0,ALLOWED
2026-06-05 15:34:46.548653,192.168.1.46,1,BLOCKED
2026-06-05 15:34:46.563229,192.168.1.18,1,BLOCKED
2026-06-05 15:34:46.576588,192.168.1.204,1,BLOCKED
2026-06-05 15:34:46.590570,192.168.1.39,1,BLOCKED
2026-06-05 15:34:46.606126,192.168.1.165,1,BLOCKED
2026-06-05 15:34:46.619854,192.168.1.61,0,ALLOWED
2026-06-05 15:34:46.633593,192.168.1.184,1,BLOCKED
2026-06-05 15:34:46.645785,192.168.1.205,1,BLOCKED
2026-06-05 15:34:46.660479,192.168.1.26,1,BLOCKED
2026-06-05 15:34:46.677792,192.168.1.167,1,BLOCKED
2026-06-05 15:34:46.696002,192.168.1.60,0,ALLOWED
2026-06-05 15:34:46.715548,192.168.1.84,0,ALLOWED
2026-06-05 15:34:46.731310,192.168.1.138,1,BLOCKED
2026-06-05 15:34:46.749454,192.168.1.137,0,ALLOWED
2026-06-05 15:34:46.762869,192.168.1.180,1,BLOCKED
2026-06-05 15:34:46.776422,192.168.1.184,1,BLOCKED
2026-06-05 15:34:46.789762,192.168.1.249,0,ALLOWED
2026-06-05 15:34:46.803066,192.168.1.55,0,ALLOWED
2026-06-05 15:34:46.815889,192.168.1.200,1,BLOCKED
2026-06-05 15:34:46.827994,192.168.1.67,1,BLOCKED
2026-06-05 15:34:46.841347,192.168.1.153,1,BLOCKED
2026-06-05 15:34:46.854768,192.168.1.39,1,BLOCKED
2026-06-05 15:34:46.869716,192.168.1.218,1,BLOCKED
2026-06-05 15:34:46.889163,192.168.1.172,1,BLOCKED
2026-06-05 15:34:46.904748,192.168.1.204,0,ALLOWED
2026-06-05 15:34:46.921251,192.168.1.158,1,BLOCKED
2026-06-05 15:34:46.935316,192.168.1.92,1,BLOCKED
2026-06-05 15:34:46.949825,192.168.1.61,1,BLOCKED
2026-06-05 15:34:46.963590,192.168.1.129,1,BLOCKED
2026-06-05 15:34:46.976250,192.168.1.35,1,BLOCKED
2026-06-05 15:34:47.031910,192.168.1.124,0,ALLOWED
2026-06-05 15:34:47.053997,192.168.1.19,1,BLOCKED
2026-06-05 15:34:47.075330,192.168.1.40,1,BLOCKED
2026-06-05 15:34:47.095058,192.168.1.73,1,BLOCKED
2026-06-05 15:34:47.112275,192.168.1.230,1,BLOCKED
2026-06-05 15:34:47.128801,192.168.1.94,1,BLOCKED
2026-06-05 15:34:47.144027,192.168.1.110,1,BLOCKED
2026-06-05 15:34:47.158978,192.168.1.143,1,BLOCKED
2026-06-05 15:34:47.174348,192.168.1.91,1,BLOCKED
2026-06-05 15:34:47.188053,192.168.1.55,1,BLOCKED
2026-06-05 15:34:47.200883,192.168.1.72,1,BLOCKED
2026-06-05 15:34:47.213506,192.168.1.154,1,BLOCKED
2026-06-05 15:34:47.227149,192.168.1.54,1,BLOCKED
2026-06-05 15:34:47.240008,192.168.1.94,1,BLOCKED
2026-06-05 15:34:47.253339,192.168.1.51,1,BLOCKED
2026-06-05 15:34:47.271278,192.168.1.109,1,BLOCKED
2026-06-05 15:34:47.288169,192.168.1.109,1,BLOCKED
2026-06-05 15:34:47.303204,192.168.1.122,1,BLOCKED
2026-06-05 15:34:47.317573,192.168.1.119,1,BLOCKED
2026-06-05 15:34:47.331820,192.168.1.105,0,ALLOWED
2026-06-05 15:34:47.346093,192.168.1.195,1,BLOCKED
2026-06-05 15:34:47.359928,192.168.1.225,1,BLOCKED
2026-06-05 15:34:47.372199,192.168.1.46,0,ALLOWED
2026-06-05 15:34:47.385995,192.168.1.129,1,BLOCKED
2026-06-05 15:34:47.399199,192.168.1.81,1,BLOCKED
2026-06-05 15:34:47.411952,192.168.1.143,1,BLOCKED
2026-06-05 15:34:47.424822,192.168.1.222,1,BLOCKED
2026-06-05 15:34:47.437804,192.168.1.62,1,BLOCKED
2026-06-05 15:34:47.450088,192.168.1.145,1,BLOCKED
2026-06-05 15:34:47.465169,192.168.1.187,1,BLOCKED
2026-06-05 15:34:47.484130,192.168.1.218,1,BLOCKED
2026-06-05 15:34:47.501270,192.168.1.130,1,BLOCKED
2026-06-05 15:34:47.518758,192.168.1.3,1,BLOCKED
2026-06-05 15:34:47.534485,192.168.1.216,1,BLOCKED
2026-06-05 15:34:47.553245,192.168.1.200,1,BLOCKED
2026-06-05 15:34:47.571177,192.168.1.23,1,BLOCKED
2026-06-05 15:34:47.592272,192.168.1.95,1,BLOCKED
2026-06-05 15:34:47.613657,192.168.1.27,1,BLOCKED
2026-06-05 15:34:47.631822,192.168.1.172,1,BLOCKED
2026-06-05 15:34:47.653730,192.168.1.143,1,BLOCKED
2026-06-05 15:34:47.678124,192.168.1.38,1,BLOCKED
2026-06-05 15:34:47.700187,192.168.1.237,1,BLOCKED
2026-06-05 15:34:47.718988,192.168.1.30,0,ALLOWED
2026-06-05 15:34:47.738396,192.168.1.146,1,BLOCKED
2026-06-05 15:34:47.754022,192.168.1.85,1,BLOCKED
